job_id	comparison	layer0	probe_pre	probe_mid	probe_post	increment_attention	increment_mlp	branch_attention	branch_mlp	scale_attention	scale_mlp	rounding_attention	rounding_mlp
J07-D01-restore-L26-attention	minus-native	22	-0.06622838973999023	-0.10090917348861694	0.04516899585723877	-0.03468078374862671	0.1460781693458557	-0.03813854848124043	0.14352329338018333	0.0034578110627477288	0.0025536256366458787	-4.6330134007011026e-08	1.2503290265086786e-06
J07-D01-restore-L26-attention	minus-native	23	0.04516899585723877	0.11210465431213379	0.04226422309875488	0.06693565845489502	-0.0698404312133789	0.06759573667775642	-0.06153428249778359	-0.0006610814883720728	-0.008303112600916165	1.0032655106684274e-06	-3.0361146791529903e-06
J07-D01-restore-L26-attention	minus-native	24	0.04226422309875488	0.03421926498413086	-0.02175617218017578	-0.008044958114624023	-0.05597543716430664	-0.0038456460331171005	-0.05224829223892881	-0.004201487194885889	-0.003726079888218492	2.1751133789660315e-06	-1.0650371593534658e-06
J07-D01-restore-L26-attention	minus-native	25	-0.02175617218017578	-0.0552980899810791	-0.054837942123413086	-0.03354191780090332	0.0004601478576660156	-0.03320610304751337	-0.004337003813690954	-0.0003364950760341538	0.0047982933401223005	6.803226442024524e-07	-1.1416687653309499e-06
J07-D01-restore-L26-attention	minus-native	26	-0.054837942123413086	-0.05518960952758789	0.05599069595336914	-0.0003516674041748047	0.11118030548095703	-0.0029030562106751034	0.10509983263257483	0.0025505627582129847	0.006079015880838062	8.260482873140296e-07	1.4569675441389318e-06
J07-D01-restore-L26-attention	minus-native	27	0.05599069595336914	0.06282615661621094	0.03893089294433594	0.006835460662841797	-0.023895263671875	0.008988239328476477	-0.01790868068342702	-0.00215282262827219	-0.005985532863370183	4.396263750955365e-08	-1.050125077797781e-06
J07-D01-restore-L26-attention	minus-native	28	0.03893089294433594	0.017797470092773438	0.048447608947753906	-0.0211334228515625	0.03065013885498047	-0.019493087157650635	0.030473093927646744	-0.0016390646019438602	0.00017701471874620456	-1.2710919680049976e-06	3.020858752034172e-08
J07-D01-restore-L26-attention	minus-native	29	0.048447608947753906	0.06134510040283203	0.1340923309326172	0.012897491455078125	0.07274723052978516	0.012157093195521718	0.07369584315249056	0.0007428315366362348	-0.0009511823043744094	-2.433277079827434e-06	2.5696816690068403e-06
J07-D01-restore-L26-attention	minus-native	30	0.1340923309326172	0.1880788803100586	0.1273202896118164	0.053986549377441406	-0.06075859069824219	0.06606201122478628	-0.041095358658557624	-0.012075493001209359	-0.019662796301840424	3.1153864488153715e-08	-4.3573784413997174e-07
J07-D01-restore-L26-attention	minus-native	31	0.1273202896118164	0.13757896423339844	0.1909046173095703	0.010258674621582031	0.053325653076171875	0.012535672833611788	0.0647138564528586	-0.002275741529067954	-0.01138689122045844	-1.2566829618032571e-06	-1.3121562282281118e-06
J07-D01-restore-L26-attention	minus-native	32	0.1909046173095703	0.3000221252441406	0.36531639099121094	0.10911750793457031	0.06529426574707031	0.12092772133556018	0.09575937307678428	-0.011812226426655192	-0.03046544333887713	2.013025665326129e-06	3.360091631599005e-07
J07-D01-restore-L26-attention	minus-native	33	0.36531639099121094	0.3433799743652344	0.3421506881713867	-0.021936416625976562	-0.0012292861938476562	0.002160805859560383	0.03402398595247913	-0.024099994058440988	-0.03525571519055948	2.771572904070041e-06	2.4430442326917046e-06
