request_id	group	label	visible	visible_tokens	mean_head_mass	mean_head_density	mean_head_AV_norm	source_output_norm	local_direction_projection
hpm-Q03-D01	remainder	其余上下文	True	782	0.9677283178687968	0.001237504242798973	3.1019260384566767	37.81206556673412	0.304245329193088
hpm-Q03-D02	definition_original	原释义子句	False	0					
hpm-Q03-D02	definition_ordinary	普通义子句	True	21	0.002703626532956731	0.00012874412061698718	0.015987308541524275	0.30138104391405185	-7.558781684832472e-05
hpm-Q03-D02	definition_scaffold	释义连接／边界	False	0					
hpm-Q03-D02	query_focal	查询词形	True	1	0.0016774175831912564	0.0016774175831912564	0.0403151454959114	0.9484723645418893	0.003344293633133943
hpm-Q03-D02	query_quote_other	引文其他token	True	15	0.006617888814897597	0.0004411925876598398	0.04890650278516207	0.8955941008439563	-0.002142047811202264
hpm-Q03-D02	query_rejection	反对段	True	16	0.015519291582007643	0.0009699557238754777	0.13962914422173447	2.61449945945701	0.004053957990505969
hpm-Q03-D02	query_other	查询其他／边界	True	3	0.0048979380133702104	0.0016326460044567368	0.05692714901585272	1.0503992153886756	-0.008939816962920514
hpm-Q03-D02	remainder	其余上下文	True	782	0.9685838435433867	0.0012385982654007502	3.235237589959158	39.25582799846445	0.6113469237360628
hpm-Q03-D03	definition_original	原释义子句	True	21	0.0028979095959403194	0.0001379956950447771	0.02231388877317452	0.43086303440867335	-0.0010792266012716232
hpm-Q03-D03	definition_ordinary	普通义子句	True	21	0.001997747212559496	9.513081964569027e-05	0.012698164725536676	0.2430533243725431	-0.00042490938201083134
hpm-Q03-D03	definition_scaffold	释义连接／边界	True	1	0.0005523462927384082	0.0005523462927384082	0.005687919931565057	0.11505257960426724	-0.0004882458194820318
hpm-Q03-D03	query_focal	查询词形	True	1	0.001814980625855107	0.001814980625855107	0.0398411688546758	0.9347673821009717	0.003782654413604871
hpm-Q03-D03	query_quote_other	引文其他token	True	15	0.006800549846252964	0.00045336998975019767	0.05285381678054741	0.9183213006105425	-0.002477672842838491
hpm-Q03-D03	query_rejection	反对段	True	16	0.014217264889900586	0.0008885790556187866	0.11109412236726622	1.930112653858422	-0.0007801741517096415
hpm-Q03-D03	query_other	查询其他／边界	True	3	0.005305702072352687	0.0017685673574508959	0.06304562595527573	1.113411994193768	-0.010189798194589426
hpm-Q03-D03	remainder	其余上下文	True	782	0.9664135038130315	0.0012358228949015749	3.07946209546703	37.58072067105218	0.267351764098325
hpm-Q03-D04	definition_original	原释义子句	True	21	0.002142216994130093	0.00010201033305381397	0.018702130705617583	0.4030293170234236	-0.0016269886168464335
hpm-Q03-D04	definition_ordinary	普通义子句	True	21	0.002860870474286227	0.0001362319273469632	0.018250568606083588	0.3447816605119638	-1.4003378974461955e-05
hpm-Q03-D04	definition_scaffold	释义连接／边界	True	1	0.0004895237934205462	0.0004895237934205462	0.0034803664942782606	0.06881089724880514	0.0004090871506055748
hpm-Q03-D04	query_focal	查询词形	True	1	0.0021695653051152716	0.0021695653051152716	0.05128383338973575	1.1888433788965584	0.003408572409096077
hpm-Q03-D04	query_quote_other	引文其他token	True	15	0.0068250917338105255	0.0004550061155873684	0.052644927925479146	0.9056918528908336	-0.0025970912223906633
hpm-Q03-D04	query_rejection	反对段	True	16	0.014100334199267765	0.0008812708874542353	0.10782915227723984	1.8559510331215623	-0.0010285786882213153
hpm-Q03-D04	query_other	查询其他／边界	True	3	0.005205907606274591	0.0017353025354248637	0.06026985141224867	1.053208478262103	-0.010705602116436251
hpm-Q03-D04	remainder	其余上下文	True	782	0.966206496553551	0.0012355581797359983	3.0554511624530303	37.28489448117611	0.15205628874423768
hpm-Q03-D05	definition_original	原释义子句	True	20	0.001948990252941171	9.744951264705855e-05	0.008960953239076908	0.18889573363328127	-0.0009432961910740829
hpm-Q03-D05	definition_ordinary	普通义子句	True	18	0.0014061902786794477	7.812168214885819e-05	0.009008273668729529	0.21067235006767754	0.0013725356561436275
hpm-Q03-D05	definition_scaffold	释义连接／边界	True	6	0.0012101317243108204	0.00020168862071847008	0.014077769915160401	0.28665685481228803	0.00031710894388834766
hpm-Q03-D05	query_focal	查询词形	True	1	0.0021371750642451533	0.0021371750642451533	0.054635536809186716	1.2887084943984641	0.0024483182756027903
hpm-Q03-D05	query_quote_other	引文其他token	True	15	0.006830749829392206	0.00045538332195948047	0.05399964507660135	0.9366132271858076	-0.0028237471139113705
hpm-Q03-D05	query_rejection	反对段	True	16	0.014782804789865366	0.0009239252993665854	0.12214494656141693	2.1914001232162885	0.0015589037111077121
hpm-Q03-D05	query_other	查询其他／边界	True	3	0.005462768060963758	0.0018209226869879195	0.06607015026944069	1.1748878353827612	-0.011220552278218332
hpm-Q03-D05	remainder	其余上下文	True	782	0.9662211888768967	0.0012355769678732695	3.091538007205253	37.64980733755465	0.331515764428038
hpm-Q03-D06	definition_original	原释义子句	True	20	0.0014690490131019172	7.345245065509586e-05	0.008124764980955112	0.17129409403563678	-0.0009744401609261958
hpm-Q03-D06	definition_ordinary	普通义子句	True	18	0.0019089462292434126	0.0001060525682913007	0.007690967883130385	0.1538585293388518	-0.00019066428296704346
hpm-Q03-D06	definition_scaffold	释义连接／边界	True	6	0.0011628177896308772	0.00019380296493847951	0.013774074265083466	0.2872170313570488	0.001015344322708306
hpm-Q03-D06	query_focal	查询词形	True	1	0.001909916939884847	0.001909916939884847	0.04678386021047464	1.09775977440198	0.0023402432691415594
hpm-Q03-D06	query_quote_other	引文其他token	True	15	0.006776623173023833	0.000451774878201589	0.053125693238769284	0.9218407653123515	-0.0026245381951798393
hpm-Q03-D06	query_rejection	反对段	True	16	0.014701199825325643	0.0009188249890828527	0.12034910668023523	2.160152601688246	0.0015545141519700207
hpm-Q03-D06	query_other	查询其他／边界	True	3	0.005239391121915533	0.0017464637073051775	0.06150682406213226	1.0968246966543393	-0.010363420477651132
hpm-Q03-D06	remainder	其余上下文	True	782	0.9668320613631791	0.0012363581347355232	3.098386828483927	37.7073193469314	0.34333346293674993
