contrast_id,role,cross_query,view,effect,numeric_bound,direction,statistical_interval,ncc_background_cancels,cancellation_residual,terms
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,ab_reverse/answer_mean,-0.4535808563232422,0.002685546875,negative,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,ab_reverse/total_with_eos,-0.9071617126464844,0.002685546875,negative,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,ab_reverse/mean_with_eos,-0.3023872375488281,0.002685546875,negative,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,background,-0.04592503846329343,0.002685546875,negative,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,ncc,0.10032084127904906,0.00537109375,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,single_probe/empty,0.10230407714843759,0.00537109375,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,single_probe/space,0.10719502766927125,0.00537109375,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,single_probe/na,0.11184361775716178,0.00537109375,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,single_probe/mask,0.08463567097981795,0.00537109375,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,single_probe/lorem,0.06207224527994892,0.00537109375,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,leave_one_out/empty,0.10029236701842903,0.00537109375,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,leave_one_out/space,0.09901367696832164,0.00537109375,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,leave_one_out/na,0.09322598981042507,0.00537109375,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,leave_one_out/mask,0.1044255274791861,0.00537109375,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,leave_one_out/lorem,0.10239408082764445,0.00537109375,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,ab_symmetric_sum,-1.0521554946899414,0.002685546875,negative,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-N2-delta,within_query_word_pair,False,ab_mapping_gap_sum,-0.28998756408691406,0.00537109375,negative,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-N2-H""}]"
FD-3169-Q01-F1-D-delta,within_query_word_pair,False,original/answer_sum,0.08521270751953125,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-H""}]"
FD-3169-Q01-F1-D-delta,within_query_word_pair,False,original/answer_mean,0.02840728759765554,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-H""}]"
FD-3169-Q01-F1-D-delta,within_query_word_pair,False,original/total_with_eos,0.08521270751953125,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-H""}]"
FD-3169-Q01-F1-D-delta,within_query_word_pair,False,original/mean_with_eos,0.021305084228515625,0.002685546875,positive,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-H""}]"
FD-3169-Q01-F1-D-delta,within_query_word_pair,False,ab_forward/answer_sum,-1.2527236938476562,0.002685546875,negative,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-H""}]"
FD-3169-Q01-F1-D-delta,within_query_word_pair,False,ab_forward/answer_mean,-0.6263618469238281,0.002685546875,negative,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-H""}]"
FD-3169-Q01-F1-D-delta,within_query_word_pair,False,ab_forward/total_with_eos,-1.2527275085449219,0.002685546875,negative,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-H""}]"
FD-3169-Q01-F1-D-delta,within_query_word_pair,False,ab_forward/mean_with_eos,-0.41757583618164107,0.002685546875,negative,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-H""}]"
FD-3169-Q01-F1-D-delta,within_query_word_pair,False,ab_reverse/answer_sum,-0.756683349609375,0.002685546875,negative,False,False,null,"[{""coefficient"":-1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-A""},{""coefficient"":1.0,""condition_id"":""FQD-FD-3169-Q01-F1-D-H""}]"
