family,task,label,score_mode,metric,cell,cell_label,stratum,n,mean,median,p05,p95,q25,q75,iqr,min,max,status,error_bound,raw_sign,direction,positive_query_count,negative_query_count,unresolved_query_count,positive_query_fraction,negative_query_fraction,unresolved_query_fraction,ci95_low,ci95_high
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,PD,PD,Lq_no_hit,420,-6.769705033465098,-7.513445988840364,-26.70318321920244,17.127173127366493,-15.135044129308902,0.30628757020075426,15.441331699509655,-40.44053364181807,34.145812430959175,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,PD,PD,gold_size_0,252,-8.768619017998692,-8.571283399473536,-24.738388010153926,5.954136016826432,-14.743110997435135,-2.867378423160063,11.875732574275073,-35.21108344419908,25.951205083997618,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,PD,PD,gold_size_1,328,-5.722193674553079,-4.5567601658678765,-28.948505310073738,18.60416166805654,-16.128604690973383,2.3062664497485508,18.434871140721935,-40.44053364181807,34.145812430959175,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,PD,PD,gold_size_2plus,63,1.2533229374356383,2.095750392251329,-34.060951045984616,23.070516068296552,-3.9923512160458774,12.129176391759449,16.121527607805326,-40.698044780725866,26.587383453904106,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,PD,PD,gold_size_2_appendix,56,0.8665919022385223,2.5844921396029124,-34.80285263442588,23.337312638030593,-3.4301774223926307,12.058755832674063,15.488933255066694,-40.698044780725866,26.587383453904106,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,PD,PD,gold_size_3_appendix,7,4.347171219012564,-2.1242736590966587,-8.510230777804134,20.83907983266988,-3.9923512160458774,14.500125811889681,18.492477027935557,-10.276645592962662,21.815568593459655,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLq,CLq,all,643,-12.243512356455808,-14.070439342754813,-42.230520442957264,30.49619207444591,-27.181059539173003,-1.0082380569640323,26.17282148220897,-48.58191013717113,39.82915441685572,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLq,CLq,Lq_hit,223,-16.53891337829221,-24.57800770186839,-45.252062419885974,36.02500982159252,-39.158857349390374,-1.2888303890338604,37.87002696035651,-48.58191013717113,39.82915441685572,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLq,CLq,Lq_no_hit,420,-9.96285895676648,-10.826672126815708,-34.655519298565316,22.22505922259613,-21.40569790564863,-1.0143158375163834,20.391382068132245,-44.26887420394634,37.78515596300718,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLq,CLq,gold_size_0,252,-15.614124422354259,-16.2155762259978,-39.20465593718944,5.1178704725129975,-24.581184650830263,-6.824230333855748,17.756954316974515,-48.58191013717113,39.82915441685572,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLq,CLq,gold_size_1,328,-12.15895918781907,-13.887631462254983,-43.22196274184642,34.354708753640544,-33.74995327573115,0.7906435539540584,34.54059682968521,-47.99011326217113,39.194874385483544,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLq,CLq,gold_size_2plus,63,0.7987225847117838,4.909152738408939,-36.82973461532054,30.24915121009387,-11.794893026406328,16.44701186478142,28.241904891187747,-44.657998088831285,35.478083898920566,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLq,CLq,gold_size_2_appendix,56,-0.09818207386263163,4.884922735299773,-38.31695366286693,31.094328075797232,-13.61337061930565,16.38796366054629,30.00133427985194,-44.657998088831285,35.478083898920566,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLq,CLq,gold_size_3_appendix,7,7.9739598533071065,11.953705091908166,-11.553072747021371,23.000814031410066,-0.6291427146162956,17.893595779864878,18.522738494481175,-15.193339356256782,24.528447107001195,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLqD,CLqD,all,643,-11.040818857572976,-15.309327156211662,-35.75762157821118,32.581989970159405,-26.431758884425683,-2.031480280291167,24.400278604134517,-48.33356571578441,40.316391603948766,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLqD,CLqD,Lq_hit,223,-11.372948967176011,-20.26080801725996,-39.99194355391918,34.10405307220618,-31.486664775843106,8.156765177278281,39.643429953121384,-48.33356571578441,40.316391603948766,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLqD,CLqD,Lq_no_hit,420,-10.864473585093267,-14.041555747149696,-31.909473613764845,29.37766991900069,-23.90776157760082,-3.133726792378599,20.77403478522222,-38.691819194788316,39.42985116641942,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLqD,CLqD,gold_size_0,252,-13.300222992901661,-14.310059467360109,-32.42027975783407,7.1631594142661426,-22.469752793365057,-5.39713717755171,17.072615615813348,-40.916596416468,38.0172403188762,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLqD,CLqD,gold_size_1,328,-11.972652479073862,-20.936310986406006,-37.4291530647224,35.59773325224318,-29.45029211425421,0.38904261992013545,29.839334734174347,-46.2321710624641,40.316391603948766,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLqD,CLqD,gold_size_2plus,63,2.848248919492414,4.070284569151436,-30.799943737024645,29.641410644587395,-10.930052761090014,17.951633636391392,28.881686397481406,-48.33356571578441,32.68778259210633,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLqD,CLqD,gold_size_2_appendix,56,1.318141678485803,2.746876220626627,-31.213374141687726,29.103525954364024,-12.087794325494526,17.16004628173519,29.24784060722972,-48.33356571578441,32.68778259210633,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/1,CLqD,CLqD,gold_size_3_appendix,7,15.089106847545308,15.222848462967267,-7.977624499159784,30.70461040255712,13.498496995418481,24.288920142317075,10.790423146898593,-17.151158336636865,31.977223531015643,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,C0,C0,all,643,-2.0663582706328834,-1.516789786492211,-17.8789992182116,12.27226165260127,-7.214624843790778,3.393352248890669,10.607977092681448,-30.259575131510235,32.951781381733014,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,C0,C0,Lq_hit,223,-0.6839979476704608,0.1957120054430863,-17.42326206859335,13.285310664372041,-5.008537448492429,4.713934025045734,9.722471473538164,-30.259575131510235,24.165138024013586,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,C0,C0,Lq_no_hit,420,-2.8003257754438837,-2.54825066572624,-18.134928844358893,11.329815876194951,-8.136283671668123,2.848684973686602,10.984968645354725,-28.969175068374774,32.951781381733014,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,C0,C0,gold_size_0,252,-5.236855291278116,-4.61420675735285,-18.42646387383867,6.031999074534786,-10.88894889854248,0.4402660589150478,11.329214957457529,-22.863447070736786,17.036928539594236,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,C0,C0,gold_size_1,328,-0.5353650867361299,0.07432227397456437,-15.933569279222015,12.719526496127903,-4.640902245302614,4.2663633870349535,8.907265632337568,-30.259575131510235,29.098909100826333,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,C0,C0,gold_size_2plus,63,2.644744664041138,3.1529828674902483,-17.82323416922167,20.96742290900223,-2.748253312251725,10.726184873477555,13.47443818572928,-28.969175068374774,32.951781381733014,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,C0,C0,gold_size_2_appendix,56,2.2662774318819765,3.1100896499770228,-19.230985548920742,18.893024198347778,-2.965144189309626,10.717219788670995,13.682363977980621,-28.969175068374774,32.951781381733014,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,C0,C0,gold_size_3_appendix,7,5.672482521314424,6.17507949951618,-5.637334622885444,18.98514957862639,-0.9969605976860376,10.522070589640615,11.519031187326652,-6.862754014574893,21.34483218035053,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLnew,CLnew,all,643,-4.293642025103772,-5.840026964869676,-25.336671481208004,21.817394248693613,-12.732559789354852,1.7654828616635232,14.498042651018375,-41.17093247449785,40.67587010908159,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLnew,CLnew,Lq_hit,223,-3.6836620747183155,-8.210303691883546,-28.47554486588908,28.589804165353634,-15.73085630278222,10.694075626778448,26.424931929560667,-41.17093247449785,40.67587010908159,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLnew,CLnew,Lq_no_hit,420,-4.617512332094145,-5.45246936326731,-22.656643369072977,15.735146375296566,-10.660705544773908,0.21608656491795575,10.876792109691863,-37.04872351728207,39.53701884933018,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLnew,CLnew,gold_size_0,252,-7.196618084408979,-6.367449537803633,-24.96473458633286,7.358152795990229,-12.313695012528202,-1.1218132793958677,11.191881733132334,-37.04872351728207,22.21603544524995,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLnew,CLnew,gold_size_1,328,-3.8302616366180695,-6.091780820738004,-25.961624763535582,22.43603567171597,-12.8916893447537,4.36923026525223,17.26091961000593,-41.17093247449785,40.67587010908159,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLnew,CLnew,gold_size_2plus,63,4.905742094286735,5.001232102575241,-25.93997847320254,29.152471096928185,-10.57464617196445,19.946784157395054,30.521430329359504,-36.643798123215966,39.53701884933018,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLnew,CLnew,gold_size_2_appendix,56,4.340591220716847,4.855898211451883,-26.683584657494492,29.20285610426683,-11.021062918150903,19.921329552858218,30.94239247100912,-36.643798123215966,39.53701884933018,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLnew,CLnew,gold_size_3_appendix,7,9.42694908284584,14.745482092508151,-14.116207770532563,22.58704222002296,1.9081079902828062,20.194599941845063,18.286491951562255,-15.877572062642818,22.915317685799817,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CD,CD,all,643,-1.3627879513182142,-2.543414116544458,-20.462436662256284,22.436902389242423,-7.991801416932084,4.532855895417892,12.524657312349976,-42.56379373426416,37.91917728332472,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CD,CD,Lq_hit,223,-0.056115345429137126,-0.5756751117814467,-27.609927738320465,27.193211479221382,-8.858968109952126,8.649972874135472,17.508940984087598,-39.887085433587586,37.91917728332472,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CD,CD,Lq_no_hit,420,-2.056568882540272,-3.1045827529812158,-18.488124587497808,19.869842576647358,-7.777211243088915,2.3097306205786285,10.086941863667544,-42.56379373426416,37.365367607644146,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CD,CD,gold_size_0,252,-3.556680731195565,-3.2368850811330194,-18.633323093448585,9.983826217038462,-7.547876961420072,1.0750932033872278,8.622970164807299,-31.88398375443894,20.896586596757906,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CD,CD,gold_size_1,328,-1.5373249399732654,-2.5240380719470856,-20.96421539883856,21.15328523817729,-8.623270340192729,5.321734648384759,13.945004988577487,-32.652961697738796,37.365367607644146,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CD,CD,gold_size_2plus,63,8.321483680554,11.383016571331405,-33.10857950887135,34.898055888917156,-5.259588747916251,25.797298273856562,31.056887021772813,-42.56379373426416,37.91917728332472,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CD,CD,gold_size_2_appendix,56,7.495745805052371,11.285513481832787,-34.55906443135877,35.24803086838626,-5.927079703089251,25.719282745594903,31.646362448684155,-42.56379373426416,37.91917728332472,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CD,CD,gold_size_3_appendix,7,14.927386684567027,15.265453387257754,-1.0704100688882123,27.20881568311051,9.9476779545286,23.65388715913501,13.70620920460641,-5.644625286729917,27.667748464114137,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLDnew,CLDnew,all,643,-2.486672316383941,-4.634051531320864,-26.193672211366692,28.964750274083702,-10.368279150077129,2.9347480944211615,13.30302724449829,-49.35221602453722,43.57045889789987,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLDnew,CLDnew,Lq_hit,223,-2.2037366603643793,-5.473572213744028,-30.029037215498217,33.912944700227335,-14.563669324769187,11.29570871536808,25.859378040137265,-49.35221602453722,43.314623423351286,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLDnew,CLDnew,Lq_no_hit,420,-2.6368976766038514,-4.558092261737524,-18.866360514313044,20.792068752529087,-8.91815886680839,1.741350673928654,10.659509540737044,-44.414133043731475,43.57045889789987,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLDnew,CLDnew,gold_size_0,252,-4.699772137151327,-4.916497061103399,-19.9283956176622,9.754867464098492,-8.889299189331364,0.3508515075683878,9.240150696899752,-31.845706074676475,30.309505149277445,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLDnew,CLDnew,gold_size_1,328,-2.9067626193124703,-4.553765147850045,-27.316901186463678,27.94851836962859,-12.473340869958996,4.440838200201419,16.914179070160415,-47.19598593358063,41.12839401708619,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLDnew,CLDnew,gold_size_2plus,63,8.552863781932546,12.87340657526651,-29.773209451890974,39.58669335258108,-10.366641966907306,30.330079565728578,40.696721532635884,-49.35221602453722,43.57045889789987,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLDnew,CLDnew,gold_size_2_appendix,56,7.717997427968635,8.194418392763822,-31.238993432784866,39.93007054964738,-10.008135809831547,29.539310636315342,39.54744644614689,-49.35221602453722,43.57045889789987,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLDnew,CLDnew,gold_size_3_appendix,7,15.231794613643846,26.90275692828442,-14.443194989219608,33.951331199236066,-0.23069297153362456,30.330079565728578,30.560772537262203,-15.543418990162348,35.064451168994935,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PLnew,PLnew,all,643,-3.355837304188542,-2.7213115563283843,-15.083977637795785,6.181812230405382,-7.624476329589683,1.259069381535383,8.883545711125066,-24.24459139152404,28.50645573252374,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PLnew,PLnew,Lq_hit,223,-1.5192933776035498,-0.5387848469246919,-12.861873182990735,6.5049362392591,-4.783512668267608,2.2891502268534474,7.072662895121056,-24.24459139152404,13.486185628034242,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PLnew,PLnew,Lq_no_hit,420,-4.330954674732479,-4.040416786508754,-15.989804380939294,5.484273476490923,-8.929603330270984,0.467600888846591,9.397204219117576,-22.621116005413676,28.50645573252374,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PLnew,PLnew,gold_size_0,252,-5.818459601856938,-5.956380908828191,-16.517384789560765,5.228671255794517,-10.533759780577999,-0.9439254072254037,9.589834373352595,-19.945795967215787,13.035414704679711,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PLnew,PLnew,gold_size_1,328,-1.7977489997283216,-0.9497293102838835,-12.863123297389834,6.113620995743046,-5.39663628388745,1.917917466620617,7.314553750508067,-24.24459139152404,28.50645573252374,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PLnew,PLnew,gold_size_2plus,63,-1.6172999208634102,-1.0933364479331296,-15.24570396890215,12.762915048909052,-5.094934758566231,2.26654340745821,7.36147816602444,-22.621116005413676,15.135648357926446,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PLnew,PLnew,gold_size_2_appendix,56,-1.6248072325348482,-0.825835184171626,-16.093083233100586,13.043751633702158,-6.74829090682256,2.4829526591068563,9.231243565929416,-22.621116005413676,15.135648357926446,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PLnew,PLnew,gold_size_3_appendix,7,-1.5572414274919093,-1.9754430791684428,-3.484725166792264,2.0830255832969957,-2.9538138378979326,-1.3651331990393114,1.5886806388586212,-3.666297336682163,3.3789444972817293,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PD,PD,all,643,-1.5660299214480078,-1.5664369349075287,-11.932831722790887,9.561171160806492,-5.469311506913419,2.0311514233107903,7.500462930224209,-25.359876229396328,27.276907127291086,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PD,PD,Lq_hit,223,-1.0744328014467612,-0.8103759868110885,-12.8753108181101,9.854977050333668,-5.312039303089667,2.8741837797617684,8.186223082851434,-21.58491306592739,16.666306116706213,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PD,PD,Lq_no_hit,420,-1.8270445827820025,-1.948769972819088,-11.174504185188164,9.290519631240203,-5.524283512194195,1.4095062971590258,6.933789809353221,-25.359876229396328,27.276907127291086,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PD,PD,gold_size_0,252,-2.9118204148294526,-2.7236590050869456,-10.993599684825778,4.63421234736241,-6.632550336069956,0.608268629390349,7.240818965460305,-18.42654368524348,20.94193453322757,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PD,PD,gold_size_1,328,-1.020667466946915,-1.1174132327880706,-11.866698282734689,9.725542182278955,-4.48510518155909,2.472181638740774,6.957286820299864,-21.58491306592739,27.276907127291086,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PD,PD,gold_size_2plus,63,0.977784669913351,1.6216336462106398,-15.052276363025616,15.044153471576927,-4.908434074160187,8.971943666500774,13.880377740660961,-25.359876229396328,19.921635926858052,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PD,PD,gold_size_2_appendix,56,0.6261110809422034,1.2924886121670784,-16.350881983139107,15.306736322268668,-6.538506462999337,8.861577785898813,15.40008424889815,-25.359876229396328,19.921635926858052,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,PD,PD,gold_size_3_appendix,7,3.7911733816825337,2.0027828344414083,-3.872031586703276,14.537256131975923,-1.0516608078069627,7.856022417629444,8.907683225436408,-4.13600572324785,15.062713340939215,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLq,CLq,all,643,-2.716030743730018,-3.0791313413933388,-20.093313333340156,17.927593466207803,-10.226675375992752,3.5441608991659628,13.770836275158715,-46.951989949212724,32.951781381733014,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLq,CLq,Lq_hit,223,-2.5572688005917943,-5.6666664713069785,-23.510039215349796,24.089793639491475,-12.663608307104976,8.793759199571014,21.45736750667599,-46.951989949212724,32.21411756682272,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLq,CLq,Lq_no_hit,420,-2.8003257754438837,-2.54825066572624,-18.134928844358893,11.329815876194951,-8.136283671668123,2.848684973686602,10.984968645354725,-28.969175068374774,32.951781381733014,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLq,CLq,gold_size_0,252,-6.110378800882039,-5.356108170480752,-19.617206480166306,5.818946360867137,-12.32912480984753,-0.7374529624329504,11.59167184741458,-28.01642604938131,18.561863042657794,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLq,CLq,gold_size_1,328,-1.5708739060501566,-1.9129317599081066,-18.872788637085613,18.677607272225814,-8.870519764694842,5.227540633943457,14.0980603986383,-46.951989949212724,31.479899992531337,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLq,CLq,gold_size_2plus,63,4.89927509187816,6.012126901799661,-24.372730131335064,30.66589951289416,-2.294606773716917,15.172731486174513,17.46733825989143,-29.110116854652194,32.951781381733014,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLq,CLq,gold_size_2_appendix,56,3.781891848829703,3.1741372782160546,-24.808020242197884,30.898306258914545,-4.347725972769778,14.930782581583307,19.278508554353085,-29.110116854652194,32.951781381733014,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLq,CLq,gold_size_3_appendix,7,13.838341036265803,13.873270933075577,6.316113014909732,22.52265227470169,10.062207362715718,16.07012443888562,6.007917076169903,6.17507949951618,24.555373218066194,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLqD,CLqD,all,643,-1.2492097178626749,-2.7779838979094436,-21.349100072337755,26.922013852671885,-8.724958123535927,4.462181945642744,13.187140069178671,-50.445919524477276,38.407334486528846,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLqD,CLqD,Lq_hit,223,0.27137704969154325,-1.65328024620732,-29.519419569916515,30.99854049643605,-12.030828609277354,13.92768411087442,25.958512720151774,-50.445919524477276,38.407334486528846,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLqD,CLqD,Lq_no_hit,420,-2.056568882540272,-3.1045827529812158,-18.488124587497808,19.869842576647358,-7.777211243088915,2.3097306205786285,10.086941863667544,-42.56379373426416,37.365367607644146,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLqD,CLqD,gold_size_0,252,-3.8981101184539804,-3.4813870868491392,-18.633323093448585,10.12968524619072,-8.424531501353016,0.70723531042084,9.131766811773856,-31.485248128787358,21.96046357568964,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLqD,CLqD,gold_size_1,328,-1.3065247446660482,-2.9289124270070825,-23.24327904162736,26.05889108332903,-9.827452336059103,5.392261714722545,15.219714050781647,-40.99305322870029,37.365367607644146,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLqD,CLqD,gold_size_2plus,63,9.644793928812177,14.602331289517245,-36.52245463410864,35.02620747963087,-5.0268305730918215,27.6052323854502,32.63206295854202,-50.445919524477276,38.407334486528846,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLqD,CLqD,gold_size_2_appendix,56,8.397857800004546,12.96993645832381,-37.56358378443315,35.736710583917194,-6.091961395824309,28.583448240953334,34.675409636777644,-50.445919524477276,38.407334486528846,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/natural/Racism/2,CLqD,CLqD,gold_size_3_appendix,7,19.62028295927322,21.78706072593287,3.4705737724481196,27.630238816915774,16.940485464733875,27.247940989943032,10.307455525209157,-0.48968138448831056,27.667748464114137,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/2,C0,C0,all,643,-1.6608931625247192,-1.111324678384047,-17.473534110103436,12.677726760709433,-6.809159735682615,3.7988173569988337,10.607977092681448,-29.85411002340207,33.35724648984118,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/2,C0,C0,Lq_hit,223,-0.27853283956229663,0.6011771135512507,-17.017796960485185,13.690775772480205,-4.603072340384266,5.119399133153898,9.722471473538164,-29.85411002340207,24.57060313212175,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/2,C0,C0,Lq_no_hit,420,-2.3948606673357196,-2.1427855576180757,-17.72946373625073,11.735280984303115,-7.730818563559959,3.2541500817947666,10.984968645354726,-28.56370996026661,33.35724648984118,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/2,C0,C0,gold_size_0,252,-4.831390183169951,-4.208741649244686,-18.020998765730507,6.43746418264295,-10.483483790434317,0.8457311670232122,11.329214957457529,-22.457981962628622,17.4423936477024,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/2,C0,C0,gold_size_1,328,-0.12989997862796596,0.47978738208272875,-15.528104171113851,13.124991604236067,-4.235437137194451,4.671828495143117,8.907265632337568,-29.85411002340207,29.504374208934497,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/2,C0,C0,gold_size_2plus,63,3.050209772149302,3.558447975598413,-17.417769061113507,21.372888017110395,-2.342788204143561,11.131649981585719,13.47443818572928,-28.56370996026661,33.35724648984118,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/2,C0,C0,gold_size_2_appendix,56,2.6717425399901407,3.5155547580851874,-18.825520440812575,19.29848930645594,-2.559679081201462,11.122684896779159,13.682363977980621,-28.56370996026661,33.35724648984118,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/2,C0,C0,gold_size_3_appendix,7,6.077947629422589,6.5805446076243435,-5.23186951477728,19.39061468673455,-0.5914954895778732,10.927535697748779,11.519031187326652,-6.457288906466729,21.750297288458693,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/2,CLnew,CLnew,all,643,-3.8881769169956075,-5.434561856761512,-24.93120637309984,22.222859356801777,-12.327094681246688,2.170947969771688,14.498042651018377,-40.765467366389686,41.08133521718976,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/2,CLnew,CLnew,Lq_hit,223,-3.278196966610152,-7.804838583775382,-28.070079757780917,28.995269273461798,-15.325391194674056,11.099540734886611,26.424931929560667,-40.765467366389686,41.08133521718976,defined,,,,,,,,,,,
condition,group,,answer_sum,answer_sum/within_k/count_corrected/Racism/2,CLnew,CLnew,Lq_no_hit,420,-4.212047223985981,-5.0470042551591465,-22.251178260964814,16.14061148340473,-10.255240436665744,0.6215516730261201,10.876792109691864,-36.6432584091739,39.94248395743835,defined,,,,,,,,,,,
